"ASSESSID","COMMON","Scientific_name","MGMT","AREA","LME_NAME","LME_NUMBER","NUM_LMEs","BRP_BMSY","BRP_SSBMSY","metric_TOTAL","metric_SSB","firstYR_TOTAL","firstYR_SSB","mean_ut","median_ut","q90_ut","mean_umsy","median_umsy","q90umsy"
"SEFSC-BNOSESHARATL-1950-2005-FAUCONNET","Blacknose shark","Carcharhinus acronotus","NMFS","Atlantic","Southeast U.S. Continental Shelf",6,2,NA,NA,"MT","no value",1950,NA,NA,NA,NA,NA,NA,NA
"SEFSC-BTIPSHARATL-1981-2004-FAUCONNET","Blacktip shark","Carcharhinus limbatus","NMFS","Atlantic","Southeast U.S. Continental Shelf",6,2,NA,NA,"MT","no value",1981,NA,0.000899515273124093,0.000573762626085132,0.00185397373197204,NA,NA,NA
"SEFSC-BTIPSHARGM-1981-2004-FAUCONNET","Blacktip shark","Carcharhinus limbatus","NMFS","Gulf of Mexico","Gulf of Mexico",5,1,NA,NA,"MT","no value",1981,NA,0.00981233094624846,0.00893698478325384,0.0144230707697802,NA,NA,NA
"SEFSC-FTOOTHSHARATL-1976-2005-FAUCONNET","Finetooth shark","Carcharhinus isodon","NMFS","Atlantic","Southeast U.S. Continental Shelf",6,2,NA,NA,"MT","no value",1976,NA,NA,NA,NA,NA,NA,NA
"SEFSC-GAGGM-1963-2004-JENSEN","Gag","Mycteroperca microlepis","NMFS","Gulf of Mexico","Gulf of Mexico",5,1,NA,12383.06,"MT","MT",1963,1963,0.161379476706111,0.187477057476224,0.250128502835317,NA,NA,NA
"SEFSC-GAGSATLC-1962-2005-JENSEN","Gag","Mycteroperca microlepis","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,1,NA,3594.7166,"MT","MT",1962,1962,NA,NA,NA,NA,NA,NA
"SEFSC-GRAMBERGM-1986-2004-JENSEN","Greater amberjack","Seriola dumerili","NMFS","Gulf of Mexico","Gulf of Mexico",5,1,NA,4024.721816,"MT","no value",1986,NA,0.865547956911195,0.805639245167523,1.19230774256566,NA,NA,NA
"SEFSC-GRAMBERSATLC-1946-2006-JENSEN","Greater amberjack","Seriola dumerili","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,1,5491,1940,"MT","MT",1946,1946,NA,NA,NA,NA,NA,NA
"SEFSC-GTRIGGM-1981-2004-JENSEN","Gray triggerfish","Balistes capriscus","NMFS","Gulf of Mexico","Gulf of Mexico",5,1,NA,NA,"no value","E03eggs",NA,1981,NA,NA,NA,NA,NA,NA
"SEFSC-KMACKGM-1992-2001-JENSEN","King Mackerel","Scomberomorus cavalla","NMFS","Gulf of Mexico","Gulf of Mexico",5,1,NA,NA,"MT","E03eggs",1992,1992,0.122768284318184,0.124702381200264,0.14324808057405,NA,NA,NA
"SEFSC-KMACKSATLC-1981-2001-JENSEN","King Mackerel","Scomberomorus cavalla","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,1,NA,NA,"MT","E03eggs",1992,1992,0.182069874295686,0.183759071952113,0.206585021642867,NA,NA,NA
"SEFSC-MENATGM-1964-2004-GILROY","Gulf menhaden","Brevoortia tyrannus","NMFS","Gulf of Mexico","Gulf of Mexico",5,1,NA,NA,"MT","E03eggs",1964,1964,0.217704571926655,0.204616561218105,0.322911732196431,NA,NA,NA
"SEFSC-MUTSNAPSATLCGM-1981-2006-JENSEN","Mutton snapper","Lutjanus analis","NMFS","Southern Atlantic coast and Gulf of Mexico","Southeast U.S. Continental Shelf",6,2,NA,6296,"MT","MT",1981,1981,NA,NA,NA,NA,NA,NA
"SEFSC-RGROUPGM-1986-2005-JENSEN","Red grouper","Epinephelus morio","NMFS","Gulf of Mexico","Gulf of Mexico",5,1,NA,NA,"MT","no value",1986,NA,0.109424023585371,0.109926361458678,0.128140616242909,NA,NA,NA
"SEFSC-RPORGYSATLC-1972-2004-JENSEN","Red porgy","Pagrus pagrus","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,1,NA,3236.02,"MT","MT",1972,1972,0.14587559872329,0.164118745806358,0.251088932016575,NA,NA,NA
"SEFSC-RSNAPEGM-1872-2003-STANTON","Red snapper","Lutjanus campechanus","NMFS","Eastern Gulf of Mexico","Gulf of Mexico",5,1,NA,1236505.489,"no value","E03",NA,1960,NA,NA,NA,NA,NA,NA
"SEFSC-RSNAPSATLC-1945-2006-JENSEN","Red snapper","Lutjanus campechanus","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,1,NA,5184,"MT","MT",1945,1945,NA,NA,NA,NA,NA,NA
"SEFSC-RSNAPWGM-1880-2003-STANTON","Red snapper","Lutjanus campechanus","NMFS","Western Gulf of Mexico","Gulf of Mexico",5,1,NA,1236505.489,"no value","E03",NA,1984,NA,NA,NA,NA,NA,NA
"SEFSC-SBARSHARATL-1975-2004-FAUCONNET","Sandbar shark","Carcharhinus plumbeus","NMFS","Atlantic","Scotian Shelf",8,2,NA,NA,"MT","no value",1975,NA,0.0526570370078385,0.0508552091659842,0.0719138395544683,NA,NA,NA
"SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","Atlantic sharpnose shark","Rhizoprionodon terraenovae","NMFS","Atlantic","Southeast U.S. Continental Shelf",6,2,NA,NA,"no value","no value",NA,NA,NA,NA,NA,NA,NA,NA
"SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","Snowy grouper","Epinephelus niveatus","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,1,2481,2116,"MT","MT",1961,1961,0.104906491801402,0.10419507079182,0.230853258890642,2.83531058922707,2.8160829943735,6.23927726731465
"SEFSC-SPANMACKSATLC-1950-2008-JENSEN","Spanish mackerel","Scomberomorus maculatus","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,1,40288,15027,"MT","MT",1950,1950,0.27712508710735,0.287540777666164,0.370992620913788,NA,NA,NA
"SEFSC-TILESATLC-1961-2002-STANTON","Tilefish","Lopholatilus chamaeleonticeps","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,NA,2611.4,879.4,"MT","MT",1961,1961,0.0695337077467856,0.0661986597985139,0.170461614590697,1.98667736419387,1.89139027995754,4.87033184544849
"SEFSC-VSNAPGM-1981-2004-JENSEN","Vermilion snapper","Rhomboplites aurorubens","NMFS","Gulf of Mexico","Gulf of Mexico",5,NA,NA,NA,"no value","E03eggs",NA,1981,NA,NA,NA,NA,NA,NA
"SEFSC-VSNAPSATLC-1946-2008-STANTON","Vermilion snapper","Rhomboplites aurorubens","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,NA,3300,NA,"MT","E03eggs",1946,1946,0.0611741558424761,0.0717583017836156,0.140150748165546,NA,NA,NA
"SEFSC-YTSNAPSATLC-1962-2001-STANTON","Yellowtail snapper","Ocyurus chrysurus","NMFS","Southern Atlantic coast","Southeast U.S. Continental Shelf",6,NA,NA,4913,"no value","MT",NA,1981,NA,NA,NA,NA,NA,NA
"SFI-WPOLLNSO-1985-1994-JENSEN","Walleye pollock","Theragra chalcogramma","RFFA","Northern Sea of Okhotsk","Sea of Okhotsk",52,NA,7600000,NA,"MT","no value",1985,NA,0.190323643567661,0.191011028109144,0.213370288503874,NA,NA,NA
"SPC-ALBASPAC-1959-2006-JENSEN","Albacore tuna","Thunnus alalunga","WCPFC","South Pacific Ocean","Pacific High Seas",-99,1,NA,40400,"MT","MT",1959,1959,0.0572653910619102,0.0504234348731354,0.104011476852943,0.304603143946331,0.268209759963486,0.553252536451826
"SPC-BIGEYEWPO-1952-2006-JENSEN","Bigeye tuna","Thunnus obesus","WCPFC","Western Pacific Ocean","Pacific High Seas",-99,1,249600,102200,"MT","MT",1952,1952,0.163451765318346,0.148209290953545,0.332169869564569,0.631575600148168,0.572678867672122,1.28350026879664
"SPC-SKJCWPAC-1972-2006-JENSEN","Skipjack tuna","Katsuwonus pelamis","WCPFC","Central Western Pacific","Pacific High Seas",-99,1,NA,894200,"MT","MT",1972,1972,0.159400417692706,0.156810325130454,0.270485683085006,0.179101592913153,0.176191376551071,0.303916497848321
"SPC-STMARLINSWPO-1950-2003-JENSEN","Striped marlin","Kajikia audax","WCPFC","Western Pacific Ocean","Pacific High Seas",-99,NA,10890,8903,"MT","MT",1950,1950,0.219459590529721,0.230238231934374,0.322606355124747,NA,NA,NA
"SPC-YFINCWPAC-1952-2005-JENSEN","Yellowfin tuna","Thunnus albacares","WCPFC","Central Western Pacific","Pacific High Seas",-99,NA,1489000,679800,"MT","MT",1952,1952,0.0757381462635518,0.0600218022046997,0.197640355295567,0.281973738881429,0.223461661223752,0.73581666156205
"SPRFMO-CHTRACCH-1950-2010-RICARD","Chilean jack mackerel","Trachurus murphyi","SPRFMO","Chilean EEZ and offshore","Humboldt Current",13,1,NA,NA,"MT","MT",1970,1958,0.171488088664099,0.15103336246846,0.37349736748815,NA,NA,NA
"SWFSC-CALSCORPSCAL-1990-2005-STANTON","California scorpionfish","Scorpaena guttata","NMFS","Southern California","California Current",3,1,NA,NA,"MT","MT",1995,1995,NA,NA,NA,NA,NA,NA
"SWFSC-CMACKPCOAST-1929-2008-PINSKY","Pacific chub mackerel","Scomber scombrus","NMFS","Pacific Coast","California Current",3,1,NA,122357,"no value","MT",NA,1945,NA,NA,NA,NA,NA,NA
"SWFSC-DSOLEPCOAST-1910-2005-STANTON","Dover sole","Microstomus pacificus","NMFS","Pacific Coast","California Current",3,1,NA,117281,"MT","MT",1945,1945,0.0352559117547629,0.0295704173202615,0.0715992549123269,NA,NA,NA
"SWFSC-GOPHERSPCOAST-1965-2005-STANTON","Gopher rockfish","Sebastes carnatus","WCPFC","Southern Pacific Coast","California Current",3,1,NA,798,"MT","MT",1965,1965,0.0354305657938147,0.029956388052404,0.070614136476738,0.343986075668104,0.290838718955379,0.685574140550854
"SWFSC-SARDPCOAST-1981-2007-PINSKY","Pacific sardine","Sardinops sagax","NMFS","Pacific Coast","California Current",3,2,NA,NA,"MT","MT",1981,1981,0.103892865738081,0.104673395662762,0.126069434047433,NA,NA,NA
"SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","Shortbelly rockfish","Sebastes jordani","NMFS","Pacific Coast","California Current",3,1,NA,NA,"MT","MT",1950,1950,0.00294627625106707,0.000777327708504443,0.00735505873436908,NA,NA,NA
"SWFSC-STFLOUNNPCOAST-1970-2005-STANTON","Starry flounder","Platichthys stellatus","NMFS","Northern Pacific Coast","California Current",3,NA,NA,1930,"MT","MT",1970,1970,0.0725820101835364,0.0350656356770365,0.215785023577453,0.42947935019844,0.207488968503175,1.27683445903818
"SWFSC-STFLOUNSPCOAST-1970-2005-STANTON","Starry flounder","Platichthys stellatus","WCPFC","Southern Pacific Coast","California Current",3,NA,NA,934,"MT","MT",1970,1970,0.0838009994988133,0.0365967677307333,0.248104575163399,0.495863902359842,0.216548921483629,1.46807440925088
"TAFI-TASGIANTCRABTAS-1990-2007-JENSEN","Tasmanian giant crab","Pseudocarcinus gigas","AFMA","Tasmania","Southeast Australian Shelf",42,NA,NA,NA,"MT","E03eggs",1990,1990,0.0864597716610595,0.085218389749127,0.140102899873634,NA,NA,NA
"VNIRO-WPOLLWBS-1994-2004-JENSEN","Walleye pollock","Theragra chalcogramma","RFFA","Western Bering Sea","West Bering Sea",53,NA,NA,NA,"MT","no value",1994,NA,0.586210443393416,0.635338345864662,0.73876404494382,NA,NA,NA
"WGBFAS-CODBA2224-1969-2007-JENNINGS","Atlantic cod","Gadus morhua","ICES","Western Baltic","Baltic Sea",23,1,NA,NA,"MT","MT",1970,1970,0.533182410938097,0.526720641481873,0.625317958346115,NA,NA,NA
"WGBFAS-CODBA2532-1964-2007-JENNINGS","Atlantic cod","Gadus morhua","ICES","Eastern Baltic","Baltic Sea",23,1,NA,NA,"MT","MT",1966,1966,0.400714544162095,0.389529926675382,0.534742919377221,NA,NA,NA
"WGBFAS-CODKAT-1970-2006-MINTO","Atlantic cod","Gadus morhua","ICES","Kattegat and Skagerrak","North Sea",22,1,NA,NA,"MT","MT",1971,1971,0.532610922316198,0.555993601537782,0.694824906132614,NA,NA,NA
"WGBFAS-HERR2532-1973-2006-JENNINGS","Herring","Clupea harengus","ICES","Eastern Baltic","Baltic Sea",23,1,NA,NA,"MT","MT",1974,1974,0.149156127355121,0.143415814498992,0.203488126576662,NA,NA,NA
"WGBFAS-HERR30-1972-2007-JENNINGS","Herring","Clupea harengus","ICES","Bothnian Sea","Baltic Sea",23,1,NA,NA,"MT","MT",1973,1973,0.111897405109513,0.115225674817635,0.153111852846801,NA,NA,NA
"WGBFAS-HERR31-1979-2006-JENNINGS","Herring","Clupea harengus","ICES","Bothnian Bay","Baltic Sea",23,1,NA,NA,"MT","MT",1980,1980,0.208268241848546,0.193474809365147,0.301067293429689,NA,NA,NA
"WGBFAS-HERRIsum-1983-2007-JENNINGS","Herring","Clupea harengus","ICES","Iceland Grounds","Iceland Shelf",59,1,NA,NA,"MT","MT",1986,1986,0.200900419893058,0.208171206225681,0.253369272237197,NA,NA,NA
"WGBFAS-HERRRIGA-1976-2007-JENNINGS","Herring","Clupea harengus","ICES","Gulf of Riga East of Gotland","Baltic Sea",23,1,NA,NA,"MT","MT",1977,1977,0.214020076541517,0.217896632167904,0.271337720561607,NA,NA,NA
"WGBFAS-SOLEIIIa-1982-2007-JENNINGS","common European sole","Solea vulgaris","ICES","Kattegat and Skagerrak","North Sea",22,1,NA,NA,"MT","MT",1984,1984,0.213163452628173,0.221176985342376,0.253464311206281,NA,NA,NA
"WGBFAS-SPRAT22-32-1973-2007-JENNINGS","Sprat","Sprattus sprattus","ICES","Baltic Areas 22-32","Baltic Sea",23,1,NA,NA,"MT","MT",1974,1974,0.130352426881625,0.120818771842237,0.205180818691476,NA,NA,NA
"WGHMM-FMEG8c9a-1986-2006-JENNINGS","Fourspotted megrim","Lepidorhombus whiffiagonis","ICES","VIIIc-IXa","Iberian Coastal",25,1,NA,NA,"MT","MT",1986,1986,0.23108648274745,0.22572864321608,0.310876928867143,NA,NA,NA
"WGHMM-HAKENRTN-1977-2007-JENNINGS","Hake","Merluccius merluccius","ICES","IIIa-IV-VI-VII-VIIIabd","Celtic-Biscay Shelf",24,2,NA,NA,"MT","MT",1979,1979,0.236142982413311,0.217968776910201,0.321528393069544,NA,NA,NA
"WGHMM-HAKESOTH-1982-2007-JENNINGS","Hake","Merluccius merluccius","ICES","VIIIc-IXa","Iberian Coastal",25,1,NA,NA,"no value","MT",NA,1982,NA,NA,NA,NA,NA,NA
"WGHMM-MEG8c9a-1985-2007-JENNINGS","Megrim","Lepidorhombus whiffiagonis","ICES","VIIIc-IXa","Iberian Coastal",25,1,NA,NA,"MT","MT",1986,1986,0.22642107364467,0.217982456140351,0.330626057529611,NA,NA,NA
"WGHMM-SOLEVIII-1982-2006-JENNINGS","common European sole","Solea vulgaris","ICES","Bay of Biscay","Celtic-Biscay Shelf",24,2,NA,NA,"MT","MT",1984,1984,0.333647341948431,0.32326956079578,0.366421323653754,NA,NA,NA
"WGMHSA-ANCHOBAYB-1986-2007-JENNINGS","Anchovy","Engraulis encrasicolus","ICES","Bay of Biscay","Celtic-Biscay Shelf",24,2,NA,NA,"no value","MT",NA,1987,NA,NA,NA,NA,NA,NA
"WGMHSA-MACKNEICES-1972-2007-JENNINGS","Mackerel","Scomber scombrus","ICES","IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","Celtic-Biscay Shelf",24,3,NA,NA,"MT","MT",1972,1972,0.199125201180648,0.202230028675581,0.245177699629737,NA,NA,NA
"WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS","European pilchard","Sardinops sagax","ICES","VIIIc-IXa","Iberian Coastal",25,1,NA,NA,"no value","MT",NA,1978,NA,NA,NA,NA,NA,NA
"WGNPBW-BWHITNEA-1980-2007-JENNINGS","Blue whiting","Micromesistius poutassou","ICES","Northeast Atlantic","Celtic-Biscay Shelf",24,5,NA,NA,"MT","MT",1981,1981,0.19426918915699,0.193507994466275,0.248662547382797,NA,NA,NA
"WGNSDS-CODIS-1968-2006-MINTO","Atlantic cod","Gadus morhua","ICES","Irish Sea","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1968,1968,0.423388036748639,0.446545570766526,0.539500933989871,NA,NA,NA
"WGNSDS-CODVIa-1977-2006-MINTO","Atlantic cod","Gadus morhua","ICES","West of Scotland","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1978,1978,0.400540796839374,0.416301612656178,0.602009653236674,NA,NA,NA
"WGNSDS-HADIS-1972-2006-MINTO","Haddock","Melanogrammus aeglefinus","ICES","Irish Sea","Celtic-Biscay Shelf",24,1,NA,NA,"relative","relative",1992,1992,6151.25330186499,5071.3522798595,11690.1867995019,NA,NA,NA
"WGNSDS-HADVIa-1977-2006-MINTO","Haddock","Melanogrammus aeglefinus","ICES","West of Scotland","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1978,1978,0.307050178386514,0.329925866826236,0.452474109106063,NA,NA,NA
"WGNSDS-PLAICIS-1962-2006-MINTO","European Plaice","Pleuronectes platessa","ICES","Irish Sea","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1964,1964,0.372900940927769,0.383936790426511,0.537468461349827,NA,NA,NA
"WGNSDS-SOLEIS-1968-2006-MINTO","common European sole","Solea vulgaris","ICES","Irish Sea","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1970,1970,0.281844499287843,0.274829416224412,0.363968632523546,NA,NA,NA
"WGNSDS-WHITVIa-1984-2007-MINTO","Whiting","Merlangius merlangus","ICES","West of Scotland","Celtic-Biscay Shelf",24,NA,NA,NA,"relative","relative",1985,1985,NA,NA,NA,NA,NA,NA
"WGNSSK-CODNS-1962-2007-MINTO","Atlantic cod","Gadus morhua","ICES","North Sea","North Sea",22,1,NA,NA,"MT","MT",1963,1963,0.424548032282518,0.429872515625046,0.514325508709315,NA,NA,NA
"WGNSSK-HADNS-IIIa-1963-2006-MINTO","Haddock","Melanogrammus aeglefinus","ICES","IIIa and North Sea","North Sea",22,1,NA,NA,"MT","MT",1963,1963,0.15684370621964,0.162054857451835,0.28545308545098,NA,NA,NA
"WGNSSK-HADROCK-1990-2007-JENNINGS","Haddock","Melanogrammus aeglefinus","ICES","Rockall Bank","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1991,1991,0.128426526480009,0.115447403490556,0.1914433142747,NA,NA,NA
"WGNSSK-NPOUTNS-1983-2007-MINTO","Norway pout","Trisopterus esmarkii","ICES","North Sea","North Sea",22,1,NA,NA,"MT","MT",1983,1983,0.18030655329123,0.17415089570346,0.290852269305323,NA,NA,NA
"WGNSSK-PLAIC7d-1979-2006-MINTO","European Plaice","Pleuronectes platessa","ICES","Eastern English Channel","Celtic-Biscay Shelf",24,1,NA,NA,"no value","MT",NA,1980,NA,NA,NA,NA,NA,NA
"WGNSSK-PLAICIIIa-1976-2006-MINTO","European Plaice","Pleuronectes platessa","ICES","Kattegat and Skagerrak","North Sea",22,1,NA,NA,"no value","MT",NA,1978,NA,NA,NA,NA,NA,NA
"WGNSSK-PLAICNS-1956-2006-MINTO","European Plaice","Pleuronectes platessa","ICES","North Sea","North Sea",22,1,NA,NA,"no value","MT",NA,1957,NA,NA,NA,NA,NA,NA
"WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO","Pollock","Pollachius virens","ICES","IIIa, VI and North Sea","North Sea",22,2,NA,NA,"MT","MT",1967,1967,0.313570755918531,0.298036082785107,0.426486127421056,NA,NA,NA
"WGNSSK-SEELNS-1983-2007-MINTO","Sand lance","Ammodytes marinus","ICES","North Sea","North Sea",22,1,NA,NA,"MT","MT",1983,1983,0.367795308879053,0.361208497243445,0.521021151094687,NA,NA,NA
"WGNSSK-SOLENS-1956-2006-MINTO","common European sole","Solea vulgaris","ICES","North Sea","North Sea",22,1,NA,NA,"no value","MT",NA,1957,NA,NA,NA,NA,NA,NA
"WGNSSK-SOLEVIId-1981-2006-MINTO","common European sole","Solea vulgaris","ICES","Eastern English Channel","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1982,1982,0.282699260923652,0.27770322762907,0.324323159583024,NA,NA,NA
"WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO","Whiting","Merlangius merlangus","ICES","IIIa, VIId and North Sea","North Sea",22,NA,NA,NA,"MT","MT",1980,1980,0.248871224829643,0.250643069926017,0.31070514724231,NA,NA,NA
"WGSSDS-HADVIIb-k-1993-2006-JENNINGS","Haddock","Melanogrammus aeglefinus","ICES","ICES VIIb-k","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1993,1993,0.271878092370147,0.231626912644107,0.410863377235059,NA,NA,NA
"WGSSDS-PLAICCELT-1976-2006-JENNINGS","European Plaice","Pleuronectes platessa","ICES","Celtic Sea","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1977,1977,0.322632740845482,0.32009670815641,0.411805887384488,NA,NA,NA
"WGSSDS-PLAICECHW-1975-2006-JENNINGS","European Plaice","Pleuronectes platessa","ICES","Western English Channel","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1976,1976,0.321687688614649,0.314478463933575,0.365360303413401,NA,NA,NA
"WGSSDS-SOLECS-1970-2006-JENNINGS","common European sole","Solea vulgaris","ICES","Celtic Sea","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1971,1971,0.255741206786461,0.254953845093728,0.319973015869846,NA,NA,NA
"WGSSDS-SOLEVIIe-1968-2006-JENNINGS","common European sole","Solea vulgaris","ICES","Western English Channel","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1969,1969,0.197658863390044,0.207367654656449,0.260949610916212,NA,NA,NA
"WGSSDS-WHITVIIek-1982-2007-JENNINGS","Whiting","Merlangius merlangus","ICES","Celtic Sea","Celtic-Biscay Shelf",24,NA,NA,NA,"MT","MT",1982,1982,0.348775567248874,0.336798557335313,0.457094563408068,NA,NA,NA
