"","ASSESSID","X.1","X","LME_NAME","SCIENTIFICNAME","COMMON","AREA","LME_NUMBER","LME_COUNT","BIOMASS_TS_LENGTH","LANDINGS_TS_LENGTH","B_msy","B_msy..n...2","short_ID","BMSY","lnk","maxB","hit"
"218","NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN",218,218,"New Zealand Shelf","Pseudocaranx dentex","Trevally","New Zealand Areas TRE 7",46,1,62,62,31283.1,31283.1,"NZMFishINSHOREWG176",31283.1,11.044,63741.4,1
"219","NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN",219,219,"New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,57,57,1550.94,1550.94,"NZMFishLOBSTERWG177",1550.94,8.03976,3368.26,1
"220","NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2001-JENSEN",220,220,"New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,57,57,2233.71,2233.71,"NZMFishLOBSTERWG178",2233.71,8.40457,5115.49,1
"221","NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN",221,221,"New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,63,63,1117.87,1117.87,"NZMFishLOBSTERWG179",1117.87,7.71233,2666.28,1
"222","NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN",222,222,"New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,61,61,2453.88,2453.88,"NZMFishLOBSTERWG180",2453.88,8.49857,5382.51,1
"223","NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN",223,223,"New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,58,58,4205.56,4205.56,"NZMFishLOBSTERWG181",4205.56,9.03731,9279.58,1
"224","NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN",224,224,"New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,30,30,558.312,558.312,"NZMFishLOBSTERWG182",558.312,7.01807,771.213,1
"225","NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN",225,225,"New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,30,30,3342.21,3342.21,"NZMFishLOBSTERWG183",3342.21,8.80754,5645,1
"226","NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN",226,226,"New Zealand Shelf","Rexea solandri","common gemfish","New Zealand",46,1,55,55,1.12e+15,1.12e+15,"NZMFishMIDDEPTHSWG184",1.1152e+15,35.341,23459.1,1
"227","NZMFishMIDDEPTHSWG-NZLINGLIN3-4-1972-2007-JENSEN",227,227,"New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 3 and 4",46,1,36,36,91878.3,91878.3,"NZMFishMIDDEPTHSWG185",91878.3,12.1214,187345,1
"228","NZMFishMIDDEPTHSWG-NZLINGLIN5-6-1972-2007-JENSEN",228,228,"New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 5 and 6",46,1,36,36,168477,168477,"NZMFishMIDDEPTHSWG186",168477,12.7277,339670,1
"229","NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN",229,229,"New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 6b",46,1,27,27,8746.48,8746.48,"NZMFishMIDDEPTHSWG187",8746.48,9.76955,16835,1
"230","NZMFishMIDDEPTHSWG-NZLINGLIN72-1972-2007-JENSEN",230,230,"New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 72",46,1,36,36,4700.54,4700.54,"NZMFishMIDDEPTHSWG188",4700.54,9.14858,9649.14,1
"231","NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1972-2008-JENSEN",231,231,"New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 7WC-WCSI",46,1,37,37,51353.8,51353.8,"NZMFishMIDDEPTHSWG189",51353.8,11.5396,104298,1
"232","NZMFishMIDDEPTHSWG-SBWHITACIR-1979-2006-JENSEN",232,232,"New Zealand Shelf","Micromesistius australis","Southern blue whiting","New Zealand - Campbell Island Rise",46,1,28,28,73932.1,73932.1,"NZMFishMIDDEPTHSWG190",73932.1,11.904,126956,1
"233","NZMFishMIDDEPTHSWG-SOUTHHAKECR-1975-2006-JENSEN",233,233,"New Zealand Shelf","Merluccius australis","Southern hake","Chatham Rise",46,1,32,32,43967.4,43967.4,"NZMFishMIDDEPTHSWG191",43967.4,11.3843,62986.5,1
"234","NZMFishMIDDEPTHSWG-SOUTHHAKESA-1975-2007-JENSEN",234,234,"New Zealand Shelf","Merluccius australis","Southern hake","Sub-Antarctic",46,1,33,33,61222.2,61222.2,"NZMFishMIDDEPTHSWG192",61222.2,11.7154,129739,1
"235","NZMFishSHELLFISHWG-PAUAPAU5A-1964-2006-JENSEN",235,235,"New Zealand Shelf","Haliotis iris",NA,NA,46,1,43,42,704.538,704.538,"NZMFishSHELLFISHWG193",704.538,7.25069,1225.96,1
"236","NZMFishSHELLFISHWG-PAUAPAU5B-1963-2007-JENSEN",236,236,"New Zealand Shelf","Haliotis iris",NA,NA,46,1,45,44,1539.47,1539.47,"NZMFishSHELLFISHWG194",1539.47,8.03234,3156.36,1
"237","NZMFishSHELLFISHWG-PAUAPAU5D-1964-2006-JENSEN",237,237,"New Zealand Shelf","Haliotis iris",NA,NA,46,1,43,42,904.785,904.785,"NZMFishSHELLFISHWG195",904.785,7.50085,1951.48,1
"238","NZMFishSHELLFISHWG-PAUAPAU7-1964-2008-JENSEN",238,238,"New Zealand Shelf","Haliotis iris",NA,NA,46,1,45,44,1977.12,1977.12,"NZMFishSHELLFISHWG196",1977.12,8.28255,4132.53,1
"239","PFMC-LINGCODNPCOAST-1956-2005-STANTON",239,239,"California Current","Ophiodon elongatus","Lingcod","Northern Pacific Coast",3,1,0,49,NA,NA,NA,NA,NA,NA,NA
"240","PFMC-LINGCODSPCOAST-1956-2005-STANTON",240,240,"California Current","Ophiodon elongatus","Lingcod","Southern Pacific Coast",3,1,0,49,NA,NA,NA,NA,NA,NA,NA
"241","RIDEM-LOBSTERRI-1959-2007-COLLIE",241,241,"Northeast U.S. Continental Shelf","Homarus americanus","American lobster","Rhode Island",7,1,49,48,5744.06,5744.06,"RIDEM197",5744.06,9.34907,5542.81,1
"242","RIDEM-TAUTOGRI-1959-2007-COLLIE",242,242,"Northeast U.S. Continental Shelf","Tautoga onitis","Tautog","Rhode Island",7,1,49,48,1478.22,1478.22,"RIDEM198",1478.22,7.99174,3123.86,1
"243","RIDEM-WINFLOUNDRI-1959-2007-COLLIE",243,243,"Northeast U.S. Continental Shelf","Pseudopleuronectes americanus","Winter flounder","Rhode Island",7,1,49,48,38868.4,38868.4,"RIDEM199",38868.4,11.2611,5222.02,1
"244","SEFSC-BHEADSHARATL-1950-2005-FAUCONNET",244,244,"Southeast U.S. Continental Shelf","Sphyrna tiburo","Bonnethead shark","Atlantic",6,2,56,56,1971.88,1971.88,"SEFSC200",1971.88,8.27989,3990,1
"245","SEFSC-BNOSESHARATL-1950-2005-FAUCONNET",245,245,"Southeast U.S. Continental Shelf","Carcharhinus acronotus","Blacknose shark","Atlantic",6,2,56,0,NA,NA,NA,NA,NA,NA,NA
"246","SEFSC-BTIPSHARATL-1981-2004-FAUCONNET",246,246,"Southeast U.S. Continental Shelf","Carcharhinus limbatus","Blacktip shark","Atlantic",6,2,24,24,25627.7,25627.7,"SEFSC201",25627.7,10.8446,50996.3,1
"247","SEFSC-BTIPSHARGM-1981-2004-FAUCONNET",247,247,"Gulf of Mexico","Carcharhinus limbatus","Blacktip shark","Gulf of Mexico",5,1,24,24,12230.6,12230.6,"SEFSC202",12230.6,10.1048,23667.9,1
"248","SEFSC-FTOOTHSHARATL-1976-2005-FAUCONNET",248,248,"Southeast U.S. Continental Shelf","Carcharhinus isodon","Finetooth shark","Atlantic",6,2,30,0,NA,NA,NA,NA,NA,NA,NA
"249","SEFSC-GAGGM-1963-2004-JENSEN",249,249,"Gulf of Mexico","Mycteroperca microlepis","Gag","Gulf of Mexico",5,1,42,42,13767.4,13767.4,"SEFSC203",13767.4,10.2232,33847.5,1
"250","SEFSC-GAGSATLC-1962-2005-JENSEN",250,250,"Southeast U.S. Continental Shelf","Mycteroperca microlepis","Gag","Southern Atlantic coast",6,1,43,0,NA,NA,NA,NA,NA,NA,NA
"251","SEFSC-GRAMBERGM-1986-2004-JENSEN",251,251,"Gulf of Mexico","Seriola dumerili","Greater amberjack","Gulf of Mexico",5,1,19,19,NA,NA,NA,NA,NA,NA,NA
"252","SEFSC-GRAMBERSATLC-1946-2006-JENSEN",252,252,"Southeast U.S. Continental Shelf","Seriola dumerili","Greater amberjack","Southern Atlantic coast",6,1,61,0,NA,NA,NA,NA,NA,NA,NA
"253","SEFSC-GTRIGGM-1981-2004-JENSEN",253,253,"Gulf of Mexico","Balistes capriscus","Gray triggerfish","Gulf of Mexico",5,1,0,0,NA,NA,NA,NA,NA,NA,NA
"254","SEFSC-KMACKGM-1992-2001-JENSEN",254,254,"Gulf of Mexico","Scomberomorus cavalla","King Mackerel","Gulf of Mexico",5,1,10,10,NA,NA,NA,NA,NA,NA,NA
"255","SEFSC-KMACKSATLC-1981-2001-JENSEN",255,255,"Southeast U.S. Continental Shelf","Scomberomorus cavalla","King Mackerel","Southern Atlantic coast",6,1,10,21,NA,NA,NA,NA,NA,NA,NA
"256","SEFSC-MENATGM-1964-2004-GILROY",256,256,"Gulf of Mexico","Brevoortia patronus","Gulf menhaden","Gulf of Mexico",5,1,41,41,2442840,2442840,"SEFSC204",2442840,15.4018,5852700,1
"257","SEFSC-MUTSNAPSATLCGM-1981-2006-JENSEN",257,257,"Southeast U.S. Continental Shelf","Lutjanus analis","Mutton snapper","Southern Atlantic coast and Gulf of Mexico",6,2,26,0,NA,NA,NA,NA,NA,NA,NA
"258","SEFSC-RGROUPGM-1986-2005-JENSEN",258,258,"Gulf of Mexico","Epinephelus morio","Red grouper","Gulf of Mexico",5,1,20,20,239884,239884,"SEFSC205",239884,13.0811,40284.1,1
"259","SEFSC-RPORGYSATLC-1972-2004-JENSEN",259,259,"Southeast U.S. Continental Shelf","Pagrus pagrus","Red porgy","Southern Atlantic coast",6,1,33,33,4660.04,4660.04,"SEFSC206",4660.04,9.13993,7790.46,1
"260","SEFSC-RSNAPEGM-1872-2003-STANTON",260,260,"Gulf of Mexico","Lutjanus campechanus","Red snapper","Eastern Gulf of Mexico",5,1,0,132,NA,NA,NA,NA,NA,NA,NA
"261","SEFSC-RSNAPSATLC-1945-2006-JENSEN",261,261,"Southeast U.S. Continental Shelf","Lutjanus campechanus","Red snapper","Southern Atlantic coast",6,1,62,0,NA,NA,NA,NA,NA,NA,NA
"262","SEFSC-RSNAPWGM-1880-2003-STANTON",262,262,"Gulf of Mexico","Lutjanus campechanus","Red snapper","Western Gulf of Mexico",5,1,0,124,NA,NA,NA,NA,NA,NA,NA
"263","SEFSC-SBARSHARATL-1975-2004-FAUCONNET",263,263,"Scotian Shelf","Carcharhinus plumbeus","Sandbar shark","Atlantic",8,2,30,24,2.29e+15,2.29e+15,"SEFSC207",2.28699e+15,36.0592,3321.05,1
"264","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET",264,264,"Southeast U.S. Continental Shelf","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Atlantic",6,2,0,56,NA,NA,NA,NA,NA,NA,NA
"265","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON",265,265,"Southeast U.S. Continental Shelf","Epinephelus niveatus","Snowy grouper","Southern Atlantic coast",6,1,42,41,2103.64,2103.64,"SEFSC208",2103.64,8.34457,6324.7,1
"266","SEFSC-SPANMACKSATLC-1950-2008-JENSEN",266,266,"Southeast U.S. Continental Shelf","Scomberomorus maculatus","Spanish mackerel","Southern Atlantic coast",6,1,59,58,34166.5,34166.5,"SEFSC209",34166.5,11.1321,45316,1
"267","SEFSC-TILESATLC-1961-2002-STANTON",267,267,"Southeast U.S. Continental Shelf","Lopholatilus chamaeleonticeps","Tilefish","Southern Atlantic coast",6,1,42,41,3472.64,3472.64,"SEFSC210",3472.64,8.84582,7399.2,1
"268","SEFSC-VSNAPGM-1981-2004-JENSEN",268,268,"Gulf of Mexico","Rhomboplites aurorubens","Vermilion snapper","Gulf of Mexico",5,1,0,24,NA,NA,NA,NA,NA,NA,NA
"269","SEFSC-VSNAPSATLC-1946-2008-STANTON",269,269,"Southeast U.S. Continental Shelf","Rhomboplites aurorubens","Vermilion snapper","Southern Atlantic coast",6,1,63,50,4031.9,4031.9,"SEFSC211",4031.9,8.99514,9875,1
"270","SEFSC-YTSNAPSATLC-1962-2001-STANTON",270,270,"Southeast U.S. Continental Shelf","Ocyurus chrysurus","Yellowtail snapper","Southern Atlantic coast",6,1,0,40,NA,NA,NA,NA,NA,NA,NA
"271","SFI-WPOLLNSO-1985-1994-JENSEN",271,271,"Sea of Okhotsk","Theragra chalcogramma","Walleye pollock","Northern Sea of Okhotsk",52,1,10,8,NA,NA,NA,NA,NA,NA,NA
"272","SPC-ALBASPAC-1959-2006-JENSEN",272,272,"Pacific High Seas","Thunnus alalunga","Albacore tuna","South Pacific Ocean",-99,1,48,48,538957,538957,"SPC212",538957,13.8905,1476200,1
"273","SPC-BIGEYEWPO-1952-2006-JENSEN",273,273,"Pacific High Seas","Thunnus obesus","Bigeye tuna","Western Pacific Ocean",-99,1,55,55,501459,501459,"SPC213",501459,13.8184,1e+06,1
"274","SPC-SKJCWPAC-1972-2006-JENSEN",274,274,"Pacific High Seas","Katsuwonus pelamis","Skipjack tuna","Central Western Pacific",-99,1,35,35,5850390,5850390,"SPC214",5850390,16.2752,5024880,1
"275","SPC-STMARLINSWPO-1950-2003-JENSEN",275,275,"Pacific High Seas","Kajikia audax","Striped marlin","Western Pacific Ocean",-99,1,54,54,18260.9,18260.9,"SPC215",18260.9,10.5057,35417,1
"276","SPC-YFINCWPAC-1952-2005-JENSEN",276,276,"Pacific High Seas","Thunnus albacares","Yellowfin tuna","Central Western Pacific",-99,1,54,54,2494860,2494860,"SPC216",2494860,15.4229,5880000,1
"277","SPRFMO-CHTRACCH-1950-2010-RICARD",277,277,"Humboldt Current","Trachurus murphyi","Chilean jack mackerel","Chilean EEZ and offshore",13,1,41,61,35673600,35673600,"SPRFMO217",35673600,18.0831,27321000,1
"278","SWFSC-CALSCORPSCAL-1990-2005-STANTON",278,278,"California Current","Scorpaena guttata","California scorpionfish","Southern California",3,1,11,0,NA,NA,NA,NA,NA,NA,NA
"279","SWFSC-CMACKPCOAST-1929-2008-PINSKY",279,279,"California Current","Scomber japonicus","Pacific chub mackerel","Pacific Coast",3,1,0,80,NA,NA,NA,NA,NA,NA,NA
"280","SWFSC-DSOLEPCOAST-1910-2005-STANTON",280,280,"California Current","Microstomus pacificus","Dover sole","Pacific Coast",3,1,96,95,281000,281000,"SWFSC218",281000,13.2393,596145,1
"281","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",281,281,"California Current","Sebastes carnatus","Gopher rockfish","Southern Pacific Coast",3,1,41,40,5659.13,5659.13,"SWFSC219",5659.13,9.33417,2995.5,1
"282","SWFSC-SARDPCOAST-1981-2007-PINSKY",282,282,"California Current","Sardinops sagax","Pacific sardine","Pacific Coast",3,2,27,10,NA,NA,NA,NA,NA,NA,NA
"283","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH",283,283,"California Current","Sebastes jordani","Shortbelly rockfish","Pacific Coast",3,1,56,56,4.78e-06,4.78e-06,"SWFSC220",4.77998e-06,-11.5579,381000,1
"284","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",284,284,"California Current","Platichthys stellatus","Starry flounder","Northern Pacific Coast",3,1,36,35,7718.91,7718.91,"SWFSC221",7718.91,9.64458,26727,1
"285","SWFSC-STFLOUNSPCOAST-1970-2005-STANTON",285,285,"California Current","Platichthys stellatus","Starry flounder","Southern Pacific Coast",3,1,36,35,3129.59,3129.59,"SWFSC222",3129.59,8.7418,9121,1
"286","TAFI-TASGIANTCRABTAS-1990-2007-JENSEN",286,286,"Southeast Australian Shelf","Pseudocarcinus gigas","Tasmanian giant crab","Tasmania",42,1,18,18,NA,NA,NA,NA,NA,NA,NA
"287","VNIRO-WPOLLWBS-1994-2004-JENSEN",287,287,"West Bering Sea","Theragra chalcogramma","Walleye pollock","Western Bering Sea",53,1,11,11,NA,NA,NA,NA,NA,NA,NA
"288","WGBFAS-CODBA2224-1969-2007-JENNINGS",288,288,"Baltic Sea","Gadus morhua","Atlantic cod","Western Baltic",23,1,37,37,135573,135573,"WGBFAS223",135573,12.5104,115194,1
"289","WGBFAS-CODBA2532-1964-2007-JENNINGS",289,289,"Baltic Sea","Gadus morhua","Atlantic cod","Eastern Baltic",23,1,41,42,1263170,1263170,"WGBFAS224",1263170,14.7423,1057370,1
"290","WGBFAS-CODKAT-1970-2006-MINTO",290,290,"North Sea","Gadus morhua","Atlantic cod","Kattegat and Skagerrak",22,1,36,36,42492.8,42492.8,"WGBFAS225",42492.8,11.3502,56919,1
"291","WGBFAS-HERR2532-1973-2006-JENNINGS",291,291,"Baltic Sea","Clupea harengus","Herring","Eastern Baltic",23,1,33,33,1909120,1909120,"WGBFAS226",1909120,15.1553,2929890,1
"292","WGBFAS-HERR30-1972-2007-JENNINGS",292,292,"Baltic Sea","Clupea harengus","Herring","Bothnian Sea",23,1,34,34,358191,358191,"WGBFAS227",358191,13.482,537441,1
"293","WGBFAS-HERR31-1979-2006-JENNINGS",293,293,"Baltic Sea","Clupea harengus","Herring","Bothnian Bay",23,1,27,27,58098.2,58098.2,"WGBFAS228",58098.2,11.663,55196,1
"294","WGBFAS-HERRIsum-1983-2007-JENNINGS",294,294,"Iceland Shelf","Clupea harengus","Herring","Iceland Grounds",59,1,22,21,1371450,1371450,"WGBFAS229",1371450,14.8245,965000,1
"295","WGBFAS-HERRRIGA-1976-2007-JENNINGS",295,295,"Baltic Sea","Clupea harengus","Herring","Gulf of Riga East of Gotland",23,1,30,30,117463,117463,"WGBFAS230",117463,12.367,168458,1
"296","WGBFAS-SOLEIIIa-1982-2007-JENNINGS",296,296,"North Sea","Solea vulgaris","common European sole","Kattegat and Skagerrak",22,1,23,23,3800.76,3800.76,"WGBFAS231",3800.76,8.9361,6715,1
"297","WGBFAS-SPRAT22-32-1973-2007-JENNINGS",297,297,"Baltic Sea","Sprattus sprattus","Sprat","Baltic Areas 22-32",23,1,33,33,1610160,1610160,"WGBFAS232",1610160,14.985,3049000,1
"298","WGHMM-FMEG8c9a-1986-2006-JENNINGS",298,298,"Iberian Coastal","Lepidorhombus boscii","Fourspotted megrim","VIIIc-IXa",25,1,21,21,2.31e+15,2.31e+15,"WGHMM233",2.31095e+15,36.0696,8214,1
"299","WGHMM-HAKENRTN-1977-2007-JENNINGS",299,299,"Celtic-Biscay Shelf","Merluccius merluccius","Hake","IIIa-IV-VI-VII-VIIIabd",24,2,28,28,232284,232284,"WGHMM234",232284,13.0489,389774,1
"300","WGHMM-HAKESOTH-1982-2007-JENNINGS",300,300,"Iberian Coastal","Merluccius merluccius","Hake","VIIIc-IXa",25,1,0,26,NA,NA,NA,NA,NA,NA,NA
"301","WGHMM-MEG8c9a-1985-2007-JENNINGS",301,301,"Iberian Coastal","Lepidorhombus whiffiagonis","Megrim","VIIIc-IXa",25,1,21,21,5154.81,5154.81,"WGHMM235",5154.81,9.24083,2955,1
"302","WGHMM-SOLEVIII-1982-2006-JENNINGS",302,302,"Celtic-Biscay Shelf","Solea vulgaris","common European sole","Bay of Biscay",24,2,23,23,25225.1,25225.1,"WGHMM236",25225.1,10.8287,20609,1
"303","WGMHSA-ANCHOBAYB-1986-2007-JENNINGS",303,303,"Celtic-Biscay Shelf","Engraulis encrasicolus","Anchovy","Bay of Biscay",24,2,0,20,NA,NA,NA,NA,NA,NA,NA
"304","WGMHSA-MACKNEICES-1972-2007-JENNINGS",304,304,"Celtic-Biscay Shelf","Scomber scombrus","Mackerel","IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa",24,3,35,35,2986850,2986850,"WGMHSA237",2986850,15.6029,5295850,1
"305","WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS",305,305,"Iberian Coastal","Sardina pilchardus","European pilchard","VIIIc-IXa",25,1,0,29,NA,NA,NA,NA,NA,NA,NA
"306","WGNPBW-BWHITNEA-1980-2007-JENNINGS",306,306,"Celtic-Biscay Shelf","Micromesistius poutassou","Blue whiting","Northeast Atlantic",24,5,27,26,10523200,10523200,"WGNPBW238",10523200,16.8622,11708100,1
"307","WGNSDS-CODIS-1968-2006-MINTO",307,307,"Celtic-Biscay Shelf","Gadus morhua","Atlantic cod","Irish Sea",24,1,39,39,51611.1,51611.1,"WGNSDS239",51611.1,11.5446,30044,1
"308","WGNSDS-CODVIa-1977-2006-MINTO",308,308,"Celtic-Biscay Shelf","Gadus morhua","Atlantic cod","West of Scotland",24,1,29,29,66571.6,66571.6,"WGNSDS240",66571.6,11.7992,57758.8,1
"309","WGNSDS-HADIS-1972-2006-MINTO",309,309,"Celtic-Biscay Shelf","Melanogrammus aeglefinus","Haddock","Irish Sea",24,1,15,34,NA,NA,NA,NA,NA,NA,NA
"310","WGNSDS-HADVIa-1977-2006-MINTO",310,310,"Celtic-Biscay Shelf","Melanogrammus aeglefinus","Haddock","West of Scotland",24,1,29,29,78659.9,78659.9,"WGNSDS241",78659.9,11.966,128403,1
"311","WGNSDS-PLAICIS-1962-2006-MINTO",311,311,"Celtic-Biscay Shelf","Pleuronectes platessa","European Plaice","Irish Sea",24,1,43,43,12397.2,12397.2,"WGNSDS242",12397.2,10.1184,14152,1
"312","WGNSDS-SOLEIS-1968-2006-MINTO",312,312,"Celtic-Biscay Shelf","Solea vulgaris","common European sole","Irish Sea",24,1,37,37,5913.34,5913.34,"WGNSDS243",5913.34,9.37811,8359,1
"313","WGNSDS-WHITVIa-1984-2007-MINTO",313,313,"Celtic-Biscay Shelf","Merlangius merlangus","Whiting","West of Scotland",24,1,23,0,NA,NA,NA,NA,NA,NA,NA
"314","WGNSSK-CODNS-1962-2007-MINTO",314,314,"North Sea","Gadus morhua","Atlantic cod","North Sea",22,1,44,44,836284,836284,"WGNSSK244",836284,14.3299,1159430,1
"315","WGNSSK-HADNS-IIIa-1963-2006-MINTO",315,315,"North Sea","Melanogrammus aeglefinus","Haddock","IIIa and North Sea",22,1,44,44,1667420,1667420,"WGNSSK245",1667420,15.0199,6823940,1
"316","WGNSSK-HADROCK-1990-2007-JENNINGS",316,316,"Celtic-Biscay Shelf","Melanogrammus aeglefinus","Haddock","Rockall Bank",24,1,16,16,NA,NA,NA,NA,NA,NA,NA
"317","WGNSSK-NPOUTNS-1983-2007-MINTO",317,317,"North Sea","Trisopterus esmarkii","Norway pout","North Sea",22,1,24,24,659068,659068,"WGNSSK246",659068,14.0917,1902060,1
"318","WGNSSK-PLAIC7d-1979-2006-MINTO",318,318,"Celtic-Biscay Shelf","Pleuronectes platessa","European Plaice","Eastern English Channel",24,1,0,27,NA,NA,NA,NA,NA,NA,NA
"319","WGNSSK-PLAICIIIa-1976-2006-MINTO",319,319,"North Sea","Pleuronectes platessa","European Plaice","Kattegat and Skagerrak",22,1,0,29,NA,NA,NA,NA,NA,NA,NA
"320","WGNSSK-PLAICNS-1956-2006-MINTO",320,320,"North Sea","Pleuronectes platessa","European Plaice","North Sea",22,1,0,50,NA,NA,NA,NA,NA,NA,NA
"321","WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO",321,321,"North Sea","Pollachius virens","Pollock","IIIa, VI and North Sea",22,2,40,40,1036930,1036930,"WGNSSK247",1036930,14.5449,1018300,1
"322","WGNSSK-SEELNS-1983-2007-MINTO",322,322,"North Sea","Ammodytes marinus","Sand lance","North Sea",22,1,25,25,1904420,1904420,"WGNSSK248",1904420,15.1528,5435680,1
"323","WGNSSK-SOLENS-1956-2006-MINTO",323,323,"North Sea","Solea vulgaris","common European sole","North Sea",22,1,0,50,NA,NA,NA,NA,NA,NA,NA
"324","WGNSSK-SOLEVIId-1981-2006-MINTO",324,324,"Celtic-Biscay Shelf","Solea vulgaris","common European sole","Eastern English Channel",24,1,25,25,15948.5,15948.5,"WGNSSK249",15948.5,10.3703,22566,1
"325","WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO",325,325,"North Sea","Merlangius merlangus","Whiting","IIIa, VIId and North Sea",22,2,27,27,457963,457963,"WGNSSK250",457963,13.7277,837376,1
"326","WGSSDS-HADVIIb-k-1993-2006-JENNINGS",326,326,"Celtic-Biscay Shelf","Melanogrammus aeglefinus","Haddock","ICES VIIb-k",24,1,14,14,NA,NA,NA,NA,NA,NA,NA
"327","WGSSDS-PLAICCELT-1976-2006-JENNINGS",327,327,"Celtic-Biscay Shelf","Pleuronectes platessa","European Plaice","Celtic Sea",24,1,30,30,3940.92,3940.92,"WGSSDS251",3940.92,8.97232,8855,1
"328","WGSSDS-PLAICECHW-1975-2006-JENNINGS",328,328,"Celtic-Biscay Shelf","Pleuronectes platessa","European Plaice","Western English Channel",24,1,31,31,7041.32,7041.32,"WGSSDS252",7041.32,9.5527,7747,1
"329","WGSSDS-SOLECS-1970-2006-JENNINGS",329,329,"Celtic-Biscay Shelf","Solea vulgaris","common European sole","Celtic Sea",24,1,36,36,4435.45,4435.45,"WGSSDS253",4435.45,9.09053,9404,1
"330","WGSSDS-SOLEVIIe-1968-2006-JENNINGS",330,330,"Celtic-Biscay Shelf","Solea vulgaris","common European sole","Western English Channel",24,1,38,38,6929.88,6929.88,"WGSSDS254",6929.88,9.53674,6877,1
"331","WGSSDS-WHITVIIek-1982-2007-JENNINGS",331,331,"Celtic-Biscay Shelf","Merlangius merlangus","Whiting","Celtic Sea",24,1,25,25,60728.9,60728.9,"WGSSDS255",60728.9,11.7073,83433,1
