"","assessid","short_id"
"1","ADFG-HERRPWS-1980-2006-COLLIE","ADFG1"
"2","ADFG-HERRSITKA-1978-2007-COLLIE","ADFG2"
"3","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK","AFSC3"
"4","AFSC-ARFLOUNDBSAI-1970-2008-STANTON","AFSC4"
"5","AFSC-ARFLOUNDGA-1958-2010-STANTON","AFSC5"
"6","AFSC-ATKABSAI-1976-2009-STANTON","AFSC6"
"7","AFSC-CABEZNCAL-1916-2005-STANTON","AFSC7"
"8","AFSC-CABEZSCAL-1932-2005-STANTON","AFSC8"
"9","AFSC-DSOLEGA-1978-2010-STANTON","AFSC9"
"10","AFSC-DUSROCKGA-1973-2008-MELNYCHUK","AFSC10"
"11","AFSC-FLSOLEBSAI-1977-2008-STANTON","AFSC11"
"12","AFSC-FLSOLEGA-1978-2010-Stachura","AFSC12"
"13","AFSC-GHALBSAI-1960-2009-STANTON","AFSC13"
"14","AFSC-NROCKBSAI-1974-2009-STANTON","AFSC14"
"15","AFSC-NROCKGA-1959-2008-MELNYCHUK","AFSC15"
"16","AFSC-NRSOLEEBSAI-1971-2008-STANTON","AFSC16"
"17","AFSC-PCODBSAI-1964-2008-MELNYCHUK","AFSC17"
"18","AFSC-PCODGA-1964-2008-MELNYCHUK","AFSC18"
"19","AFSC-PERCHEBSAI-1974-2009-STANTON","AFSC19"
"20","AFSC-POPERCHGA-1959-2010-Stachura","AFSC20"
"21","AFSC-REXSOLEGA-1979-2008-STANTON","AFSC21"
"22","AFSC-REYEROCKBSAI-1974-2009-STANTON","AFSC22"
"23","AFSC-REYEROCKGA-1974-2007-MELNYCHUK","AFSC23"
"24","AFSC-RKCRABBB-1960-2008-JENSEN","AFSC24"
"25","AFSC-SABLEFEBSAIGA-1956-2008-MELNYCHUK","AFSC25"
"26","AFSC-SNOWCRABBS-1979-2008-JENSEN","AFSC26"
"27","AFSC-SRAKEROCKBSAI-1977-2008-STANTON","AFSC27"
"28","AFSC-WPOLLAI-1976-2008-MELNYCHUK","AFSC28"
"29","AFSC-WPOLLEBS-1963-2008-MELNYCHUK","AFSC29"
"30","AFSC-WPOLLGA-1964-2008-MELNYCHUK","AFSC30"
"31","AFSC-YSOLEBSAI-1959-2008-MELNYCHUK","AFSC31"
"32","AFWG-CAPENOR-1965-2007-MINTO","AFWG32"
"33","AFWG-CODCOASTNOR-1982-2006-MINTO","AFWG33"
"34","AFWG-CODNEAR-1943-2006-MINTO","AFWG34"
"35","AFWG-GHALNEAR-1959-2007-JENNINGS","AFWG35"
"36","AFWG-HADNEAR-1947-2006-MINTO","AFWG36"
"37","AFWG-POLLNEAR-1957-2006-MINTO","AFWG37"
"38","ASMFC-PANDALGOM-1960-2009-IDOINE","ASMFC38"
"39","CCSBT-SC-SBT-1931-2009-Parma","CCSBT39"
"40","CSIRO-BIGHTREDSE-1958-2007-FULTON","CSIRO40"
"41","CSIRO-DEEPFLATHEADSE-1978-2007-FULTON","CSIRO41"
"42","CSIRO-GEMFISHSE-1966-2007-FULTON","CSIRO42"
"43","CSIRO-MORWONGSE-1913-2007-FULTON","CSIRO43"
"44","CSIRO-NZLINGESE-1968-2007-FULTON","CSIRO44"
"45","CSIRO-NZLINGWSE-1968-2007-FULTON","CSIRO45"
"46","CSIRO-OROUGHYCASCADE-1987-2006-FULTON","CSIRO46"
"47","CSIRO-OROUGHYSE-1978-2007-FULTON","CSIRO47"
"48","CSIRO-PTOOTHFISHMI-1975-2010-FAY","CSIRO48"
"49","CSIRO-SILVERFISHSE-1978-2006-FULTON","CSIRO49"
"50","CSIRO-SWHITSE-1945-2007-FULTON","CSIRO50"
"51","CSIRO-TIGERFLATSE-1913-2006-FULTON","CSIRO51"
"52","CSIRO-WAREHOUESE-1984-2006-FULTON","CSIRO52"
"53","CSIRO-WAREHOUWSE-1984-2006-FULTON","CSIRO53"
"54","DFO-COD5Zjm-1978-2003-PREFONTAINE","DFO54"
"55","DFO-HAD5Zejm-1968-2003-PREFONTAINE","DFO55"
"56","DFO-MAR-HAD4X5Y-1960-2003-PREFONTAINE","DFO56"
"57","DFO-NFLD-COD3Ps-1959-2004-PREFONTAINE","DFO57"
"58","DFO-PAC-ESOLEHS-1944-2001-COLLIE","DFO58"
"59","DFO-PAC-HERRCC-1951-2007-COLLIE","DFO59"
"60","DFO-PAC-HERRPRD-1951-2007-COLLIE","DFO60"
"61","DFO-PAC-HERRQCI-1951-2007-COLLIE","DFO61"
"62","DFO-PAC-HERRSOG-1951-2007-COLLIE","DFO62"
"63","DFO-PAC-HERRWCVANI-1951-2007-COLLIE","DFO63"
"64","DFO-PAC-PCODHS-1956-2005-COLLIE","DFO64"
"65","DFO-PAC-PCODWCVANI-1956-2002-COLLIE","DFO65"
"66","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","DFO66"
"67","DFO-POLL4X5YZ-1980-2006-PREFONTAINE","DFO67"
"68","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","DFO68"
"69","DFO-QUE-HERR4RSP-1963-2004-PREFONTAINE","DFO69"
"70","DFO-SG-COD4TVn-1965-2009-RICARD","DFO70"
"71","DFO-SG-HERR4TFA-1974-2007-PREFONTAINE","DFO71"
"72","DFO-SG-HERR4TSP-1974-2007-PREFONTAINE","DFO72"
"73","HAWG-HERRNIRS-1960-2006-JENNINGS","HAWG73"
"74","HAWG-HERRNS-1960-2007-MINTO","HAWG74"
"75","HAWG-HERRVIa-1957-2006-MINTO","HAWG75"
"76","HAWG-HERRVIaVIIbc-1969-2000-MINTO","HAWG76"
"77","ICCAT-ALBANATL-1929-2005-WORM","ICCAT77"
"78","ICCAT-ATBTUNAEATL-1969-2007-WORM","ICCAT78"
"79","ICCAT-BIGEYEATL-1950-2005-JENSEN","ICCAT79"
"80","ICCAT-SKJEATL-1950-2006-JENSEN","ICCAT80"
"81","ICCAT-SKJWATL-1952-2006-JENSEN","ICCAT81"
"82","ICCAT-SWORDMED-1968-2006-JENSEN","ICCAT82"
"83","ICCAT-SWORDNATL-1978-2007-JENSEN","ICCAT83"
"84","ICCAT-SWORDSATL-1970-2005-JENSEN","ICCAT84"
"85","ICCAT-YFINATL-1970-2006-JENSEN","ICCAT85"
"86","INIDEP-ARGHAKENARG-1985-2007-Parma","INIDEP86"
"87","INIDEP-ARGHAKESARG-1985-2008-Parma","INIDEP87"
"88","INIDEP-PATGRENADIERSARG-1983-2006-Parma","INIDEP88"
"89","INIDEP-SBWHITARGS-1985-2007-Parma","INIDEP89"
"90","MARAM-ANCHOSA-1984-2006-deMoor","MARAM90"
"91","MARAM-CHAKESA-1917-2008-DEDECKER","MARAM91"
"92","MARAM-CRLOBSTERSA12-1910-2008-Johnston","MARAM92"
"93","MARAM-CRLOBSTERSA34-1910-2008-Johnston","MARAM93"
"94","MARAM-CRLOBSTERSA56-1910-2008-Johnston","MARAM94"
"95","MARAM-CRLOBSTERSA7-1910-2008-Johnston","MARAM95"
"96","MARAM-CRLOBSTERSA8-1910-2008-Johnston","MARAM96"
"97","MARAM-CTRACSA-1950-2007-Johnston","MARAM97"
"98","MARAM-DEEPCHAKESA-1917-2008-DEDECKER","MARAM98"
"99","MARAM-KINGKLIPSA-1932-2008-DEDECKER","MARAM99"
"100","MARAM-PTOOTHFISHPEI-1960-2008-DEDECKER","MARAM100"
"101","MARAM-SAABALONESA-1951-2008-PLAGANYI","MARAM101"
"102","MARAM-SARDSA-1984-2006-deMoor","MARAM102"
"103","MARAM-SSLOBSTERSASC-1973-2008-Johnston","MARAM103"
"104","NAFO-SC-AMPL3LNO-1955-2007-BAUM","NAFO104"
"105","NAFO-SC-AMPL3M-1960-2007-BAUM","NAFO105"
"106","NAFO-SC-COD3M-1959-2008-BAUM","NAFO106"
"107","NAFO-SC-COD3NO-1953-2007-BAUM","NAFO107"
"108","NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE","NAFO108"
"109","NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM","NAFO109"
"110","NAFO-SC-YELL3LNO-1960-2009-BAUM","NAFO110"
"111","NEFSC-AMPL5YZ-1960-2008-OBRIEN","NEFSC111"
"112","NEFSC-ATHAL5YZ-1800-2007-COL","NEFSC112"
"113","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","NEFSC113"
"114","NEFSC-BSBASSMATLC-1968-2007-SHEPHERD","NEFSC114"
"115","NEFSC-CODGB-1960-2008-BAUM","NEFSC115"
"116","NEFSC-CODGOM-1893-2008-BAUM","NEFSC116"
"117","NEFSC-HAD5Y-1956-2008-BAUM","NEFSC117"
"118","NEFSC-HADGB-1930-2008-BAUM","NEFSC118"
"119","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON","NEFSC119"
"120","NEFSC-MONKGOMNGB-1964-2006-RICHARDS","NEFSC120"
"121","NEFSC-MONKSGBMATL-1964-2006-RICHARDS","NEFSC121"
"122","NEFSC-POLL5YZ-1963-2007-MAYO","NEFSC122"
"123","NEFSC-QUAHATLC-1978-2008-CHUTE","NEFSC123"
"124","NEFSC-SCALLGB-1964-2006-HART","NEFSC124"
"125","NEFSC-SCALLMATLC-1964-2006-HART","NEFSC125"
"126","NEFSC-SFLOUNMATLC-1940-2007-BAUM","NEFSC126"
"127","NEFSC-SHAKEGOMNGB-1955-2005-COL","NEFSC127"
"128","NEFSC-SHAKESGBMATL-1955-2005-COL","NEFSC128"
"129","NEFSC-TILEMATLC-1973-2008-NITSCHKE","NEFSC129"
"130","NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE","NEFSC130"
"131","NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON","NEFSC131"
"132","NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON","NEFSC132"
"133","NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON","NEFSC133"
"134","NEFSC-WINFLOUNSNEMATL-1940-2007-TERCEIRO","NEFSC134"
"135","NEFSC-YELLCCODGOM-1935-2008-LEGAULT","NEFSC135"
"136","NEFSC-YELLGB-1935-2008-BAUM","NEFSC136"
"137","NEFSC-YELLSNEMATL-1935-2008-BAUM","NEFSC137"
"138","NIWA-AUSSALMONNZ-1975-2006-JENSEN","NIWA138"
"139","NIWA-OROUGHYNZMEC-1981-2004-JENSEN","NIWA139"
"140","NMFS-MENATLAN-1940-2005-STANTON","NMFS140"
"141","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","NWFSC141"
"142","NWFSC-BGROCKPCOAST-1950-2005-STANTON","NWFSC142"
"143","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","NWFSC143"
"144","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","NWFSC144"
"145","NWFSC-BLUEROCKCAL-1916-2007-BRANCH","NWFSC145"
"146","NWFSC-BOCACCSPCOAST-1951-2006-BRANCH","NWFSC146"
"147","NWFSC-CHILISPCOAST-1892-2007-BRANCH","NWFSC147"
"148","NWFSC-COWCODSCAL-1900-2007-BRANCH","NWFSC148"
"149","NWFSC-CROCKPCOAST-1916-2009-Stachura","NWFSC149"
"150","NWFSC-DKROCKPCOAST-1928-2007-BRANCH","NWFSC150"
"151","NWFSC-ESOLEPCOAST-1876-2007-BRANCH","NWFSC151"
"152","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON","NWFSC152"
"153","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH","NWFSC153"
"154","NWFSC-LSTHORNHPCOAST-1962-2005-STANTON","NWFSC154"
"155","NWFSC-PHAKEPCOAST-1966-2008-BRANCH","NWFSC155"
"156","NWFSC-POPERCHPCOAST-1953-2007-BRANCH","NWFSC156"
"157","NWFSC-PSOLENPCOAST-1910-2005-STANTON","NWFSC157"
"158","NWFSC-PSOLESPCOAST-1874-2005-STANTON","NWFSC158"
"159","NWFSC-SABLEFPCOAST-1900-2007-BRANCH","NWFSC159"
"160","NWFSC-SSTHORNHPCOAST-1901-2005-STANTON","NWFSC160"
"161","NWFSC-WROCKPCOAST-1955-2006-BRANCH","NWFSC161"
"162","NWFSC-YEYEROCKPCOAST-1923-2006-BRANCH","NWFSC162"
"163","NWFSC-YTROCKNPCOAST-1967-2005-STANTON","NWFSC163"
"164","NWWG-CAPEICE-1977-2007-MINTO","NWWG164"
"165","NWWG-CODFAPL-1959-2006-MINTO","NWWG165"
"166","NWWG-CODICE-1952-2006-MINTO","NWWG166"
"167","NWWG-HADFAPL-1955-2006-MINTO","NWWG167"
"168","NWWG-HADICE-1977-2007-MINTO","NWWG168"
"169","NWWG-POLLFAPL-1958-2006-MINTO","NWWG169"
"170","NZMFishDEEPWATER-BLACKOREOWECR-1973-2007-JENSEN","NZMFishDEEPWATER170"
"171","NZMFishDEEPWATER-SMOOTHOREOCR-1979-2006-JENSEN","NZMFishDEEPWATER171"
"172","NZMFishDEEPWATER-SMOOTHOREOWECR-1973-2004-JENSEN","NZMFishDEEPWATER172"
"173","NZMFishHOKIWG-HOKIENZ-1972-2007-FRANCIS","NZMFishHOKIWG173"
"174","NZMFishHOKIWG-HOKIWNZ-1972-2007-FRANCIS","NZMFishHOKIWG174"
"175","NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN","NZMFishINSHOREWG175"
"176","NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN","NZMFishINSHOREWG176"
"177","NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN","NZMFishLOBSTERWG177"
"178","NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2001-JENSEN","NZMFishLOBSTERWG178"
"179","NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN","NZMFishLOBSTERWG179"
"180","NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","NZMFishLOBSTERWG180"
"181","NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN","NZMFishLOBSTERWG181"
"182","NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN","NZMFishLOBSTERWG182"
"183","NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN","NZMFishLOBSTERWG183"
"184","NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN","NZMFishMIDDEPTHSWG184"
"185","NZMFishMIDDEPTHSWG-NZLINGLIN3-4-1972-2007-JENSEN","NZMFishMIDDEPTHSWG185"
"186","NZMFishMIDDEPTHSWG-NZLINGLIN5-6-1972-2007-JENSEN","NZMFishMIDDEPTHSWG186"
"187","NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN","NZMFishMIDDEPTHSWG187"
"188","NZMFishMIDDEPTHSWG-NZLINGLIN72-1972-2007-JENSEN","NZMFishMIDDEPTHSWG188"
"189","NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1972-2008-JENSEN","NZMFishMIDDEPTHSWG189"
"190","NZMFishMIDDEPTHSWG-SBWHITACIR-1979-2006-JENSEN","NZMFishMIDDEPTHSWG190"
"191","NZMFishMIDDEPTHSWG-SOUTHHAKECR-1975-2006-JENSEN","NZMFishMIDDEPTHSWG191"
"192","NZMFishMIDDEPTHSWG-SOUTHHAKESA-1975-2007-JENSEN","NZMFishMIDDEPTHSWG192"
"193","NZMFishSHELLFISHWG-PAUAPAU5A-1964-2006-JENSEN","NZMFishSHELLFISHWG193"
"194","NZMFishSHELLFISHWG-PAUAPAU5B-1963-2007-JENSEN","NZMFishSHELLFISHWG194"
"195","NZMFishSHELLFISHWG-PAUAPAU5D-1964-2006-JENSEN","NZMFishSHELLFISHWG195"
"196","NZMFishSHELLFISHWG-PAUAPAU7-1964-2008-JENSEN","NZMFishSHELLFISHWG196"
"197","RIDEM-LOBSTERRI-1959-2007-COLLIE","RIDEM197"
"198","RIDEM-TAUTOGRI-1959-2007-COLLIE","RIDEM198"
"199","RIDEM-WINFLOUNDRI-1959-2007-COLLIE","RIDEM199"
"200","SEFSC-BHEADSHARATL-1950-2005-FAUCONNET","SEFSC200"
"201","SEFSC-BTIPSHARATL-1981-2004-FAUCONNET","SEFSC201"
"202","SEFSC-BTIPSHARGM-1981-2004-FAUCONNET","SEFSC202"
"203","SEFSC-GAGGM-1963-2004-JENSEN","SEFSC203"
"204","SEFSC-MENATGM-1964-2004-GILROY","SEFSC204"
"205","SEFSC-RGROUPGM-1986-2005-JENSEN","SEFSC205"
"206","SEFSC-RPORGYSATLC-1972-2004-JENSEN","SEFSC206"
"207","SEFSC-SBARSHARATL-1975-2004-FAUCONNET","SEFSC207"
"208","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SEFSC208"
"209","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SEFSC209"
"210","SEFSC-TILESATLC-1961-2002-STANTON","SEFSC210"
"211","SEFSC-VSNAPSATLC-1946-2008-STANTON","SEFSC211"
"212","SPC-ALBASPAC-1959-2006-JENSEN","SPC212"
"213","SPC-BIGEYEWPO-1952-2006-JENSEN","SPC213"
"214","SPC-SKJCWPAC-1972-2006-JENSEN","SPC214"
"215","SPC-STMARLINSWPO-1950-2003-JENSEN","SPC215"
"216","SPC-YFINCWPAC-1952-2005-JENSEN","SPC216"
"217","SPRFMO-CHTRACCH-1950-2010-RICARD","SPRFMO217"
"218","SWFSC-DSOLEPCOAST-1910-2005-STANTON","SWFSC218"
"219","SWFSC-GOPHERSPCOAST-1965-2005-STANTON","SWFSC219"
"220","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","SWFSC220"
"221","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON","SWFSC221"
"222","SWFSC-STFLOUNSPCOAST-1970-2005-STANTON","SWFSC222"
"223","WGBFAS-CODBA2224-1969-2007-JENNINGS","WGBFAS223"
"224","WGBFAS-CODBA2532-1964-2007-JENNINGS","WGBFAS224"
"225","WGBFAS-CODKAT-1970-2006-MINTO","WGBFAS225"
"226","WGBFAS-HERR2532-1973-2006-JENNINGS","WGBFAS226"
"227","WGBFAS-HERR30-1972-2007-JENNINGS","WGBFAS227"
"228","WGBFAS-HERR31-1979-2006-JENNINGS","WGBFAS228"
"229","WGBFAS-HERRIsum-1983-2007-JENNINGS","WGBFAS229"
"230","WGBFAS-HERRRIGA-1976-2007-JENNINGS","WGBFAS230"
"231","WGBFAS-SOLEIIIa-1982-2007-JENNINGS","WGBFAS231"
"232","WGBFAS-SPRAT22-32-1973-2007-JENNINGS","WGBFAS232"
"233","WGHMM-FMEG8c9a-1986-2006-JENNINGS","WGHMM233"
"234","WGHMM-HAKENRTN-1977-2007-JENNINGS","WGHMM234"
"235","WGHMM-MEG8c9a-1985-2007-JENNINGS","WGHMM235"
"236","WGHMM-SOLEVIII-1982-2006-JENNINGS","WGHMM236"
"237","WGMHSA-MACKNEICES-1972-2007-JENNINGS","WGMHSA237"
"238","WGNPBW-BWHITNEA-1980-2007-JENNINGS","WGNPBW238"
"239","WGNSDS-CODIS-1968-2006-MINTO","WGNSDS239"
"240","WGNSDS-CODVIa-1977-2006-MINTO","WGNSDS240"
"241","WGNSDS-HADVIa-1977-2006-MINTO","WGNSDS241"
"242","WGNSDS-PLAICIS-1962-2006-MINTO","WGNSDS242"
"243","WGNSDS-SOLEIS-1968-2006-MINTO","WGNSDS243"
"244","WGNSSK-CODNS-1962-2007-MINTO","WGNSSK244"
"245","WGNSSK-HADNS-IIIa-1963-2006-MINTO","WGNSSK245"
"246","WGNSSK-NPOUTNS-1983-2007-MINTO","WGNSSK246"
"247","WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO","WGNSSK247"
"248","WGNSSK-SEELNS-1983-2007-MINTO","WGNSSK248"
"249","WGNSSK-SOLEVIId-1981-2006-MINTO","WGNSSK249"
"250","WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO","WGNSSK250"
"251","WGSSDS-PLAICCELT-1976-2006-JENNINGS","WGSSDS251"
"252","WGSSDS-PLAICECHW-1975-2006-JENNINGS","WGSSDS252"
"253","WGSSDS-SOLECS-1970-2006-JENNINGS","WGSSDS253"
"254","WGSSDS-SOLEVIIe-1968-2006-JENNINGS","WGSSDS254"
"255","WGSSDS-WHITVIIek-1982-2007-JENNINGS","WGSSDS255"
